label,message
ham,"Hey, how are you? Let me know when you can meet."
ham,The package has been delivered.
ham,Thanks for the update. I will review it tomorrow.
ham,Just wanted to check in. Hope you are doing well.
ham,Can we reschedule our call to 17:00?
ham,Welcome to the team! Looking forward to working with you.
ham,The report is ready. Please find attached.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Your order #9210 has been shipped.
ham,Welcome to the team! Looking forward to working with you.
ham,Let me know if you need anything else.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 7297 now.
spam,You have been selected for a  reward. Claim at http://spam-link.com
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Quick question: are you free at 17:00?
ham,The report is ready. Please find attached.
spam,WINNER! You have won a free vacation worth . Call 9775 now.
spam,You have  unread messages. Check at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,Can we reschedule our call to 14:00?
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Can we reschedule our call to 16:00?
spam,WINNER! You have won a free vacation worth . Call 2696 now.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
ham,Reminder: appointment at 11:00 tomorrow.
ham,"Hey, how are you? Let me know when you can meet."
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
ham,See you at 16:00 for lunch.
ham,Please review the document and let me know.
ham,Thanks for your help with the project.
ham,I will send you the details by 9:00.
ham,Thanks for your help with the project.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Reminder: appointment at 17:00 tomorrow.
ham,See you at 14:00 for lunch.
ham,Let me know if you need anything else.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Let me know if you need anything else.
ham,Reminder: appointment at 14:00 tomorrow.
ham,Let me know if you need anything else.
ham,Let me know if you need anything else.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,Quick question: are you free at 15:00?
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 5658
ham,Quick question: are you free at 14:00?
ham,The payment has been processed successfully.
ham,Welcome to the team! Looking forward to working with you.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Please review the document and let me know.
ham,The report is ready. Please find attached.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,WINNER! You have won a free vacation worth . Call 7962 now.
ham,The package has been delivered.
ham,I will send you the details by 17:00.
ham,Thanks for your help with the project.
ham,Reminder: appointment at 10:00 tomorrow.
ham,Meeting scheduled for 15:00 tomorrow. Please confirm.
ham,I will send you the details by 16:00.
ham,Thanks for your help with the project.
ham,The payment has been processed successfully.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,Happy birthday! Have a great day!
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Thanks for your help with the project.
ham,Please review the document and let me know.
spam,Last chance to claim your  reward. Click http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,FREE entry to win  cash! Text WIN to 657
ham,Your order #8969 has been shipped.
ham,The package has been delivered.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM8821
ham,Reminder: appointment at 16:00 tomorrow.
spam,URGENT: Security alert for your account. Verify at http://spam-link.com
ham,See you at 17:00 for lunch.
ham,The payment has been processed successfully.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,Just wanted to check in. Hope you are doing well.
ham,Meeting scheduled for 17:00 tomorrow. Please confirm.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,The payment has been processed successfully.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
ham,The report is ready. Please find attached.
ham,The package has been delivered.
ham,The package has been delivered.
ham,Thanks for your help with the project.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
ham,Thanks for the update. I will review it tomorrow.
spam,FREE entry to win  cash! Text WIN to 6201
ham,Reminder: appointment at 14:00 tomorrow.
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,Thanks for your help with the project.
ham,"Hey, how are you? Let me know when you can meet."
spam,You have won a brand new iPhone! Claim at http://spam-link.com
ham,Meeting scheduled for 11:00 tomorrow. Please confirm.
ham,The report is ready. Please find attached.
ham,The report is ready. Please find attached.
spam,Free gift card worth ! Claim at http://spam-link.com
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,URGENT: Your account will be closed. Verify now at http://spam-link.com
ham,I will send you the details by 9:00.
ham,Happy birthday! Have a great day!
ham,Can we reschedule our call to 14:00?
ham,Just wanted to check in. Hope you are doing well.
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Your order #2470 has been shipped.
spam,FREE entry to win  cash! Text WIN to 3919
spam,You have  unread messages. Check at http://spam-link.com
spam,WINNER! You have won a free vacation worth . Call 7509 now.
spam,Free gift card worth ! Claim at http://spam-link.com
ham,I will send you the details by 10:00.
ham,Can we reschedule our call to 17:00?
ham,"Hey, how are you? Let me know when you can meet."
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
spam,Alert: Suspicious activity on your account. Secure at http://spam-link.com
spam,Earn  per week from home! Details at http://spam-link.com
ham,The report is ready. Please find attached.
ham,Thanks for the feedback. I will incorporate it.
spam,You have won a brand new iPhone! Claim at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Quick question: are you free at 12:00?
ham,Thanks for the feedback. I will incorporate it.
ham,Meeting scheduled for 12:00 tomorrow. Please confirm.
ham,Thanks for the feedback. I will incorporate it.
ham,The package has been delivered.
ham,The report is ready. Please find attached.
ham,The payment has been processed successfully.
ham,"Hey, how are you? Let me know when you can meet."
ham,The report is ready. Please find attached.
spam,Exclusive deal:  discount on all items. Shop at http://spam-link.com
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM4470
ham,Please review the document and let me know.
ham,The payment has been processed successfully.
ham,The package has been delivered.
spam,Your package delivery failed. Reschedule at http://spam-link.com
ham,I will send you the details by 13:00.
ham,Meeting scheduled for 14:00 tomorrow. Please confirm.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Reminder: appointment at 15:00 tomorrow.
spam,Earn  per week from home! Details at http://spam-link.com
ham,Welcome to the team! Looking forward to working with you.
spam,Your loan of  has been approved. No credit check. Apply at http://spam-link.com
ham,The meeting went well. Next steps are...
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,"Hey, how are you? Let me know when you can meet."
ham,Your order #1821 has been shipped.
ham,Let me know if you need anything else.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Please review the document and let me know.
spam,You have  unread messages. Check at http://spam-link.com
ham,Can we reschedule our call to 11:00?
ham,The payment has been processed successfully.
spam,Exclusive: % off everything today only. Shop http://spam-link.com
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
ham,Let me know if you need anything else.
ham,Please review the document and let me know.
ham,See you at 13:00 for lunch.
ham,Can we reschedule our call to 9:00?
ham,Reminder: appointment at 10:00 tomorrow.
ham,Can we reschedule our call to 11:00?
spam,LIMITED TIME OFFER: Get  off your next purchase. Use code SPAM1864
spam,You have been pre-approved for  loan. Apply now at http://spam-link.com
spam,You have been selected for a  reward. Claim at http://spam-link.com
ham,Let me know if you need anything else.
spam,CONGRATULATIONS! You have won a  prize! Click here to claim.
ham,Let me know if you need anything else.
ham,Quick question: are you free at 9:00?
ham,See you at 15:00 for lunch.
ham,Just wanted to check in. Hope you are doing well.
spam,Special offer: Buy 1 get  free. Visit http://spam-link.com
spam,Congratulations! You are eligible for  cashback. Visit http://spam-link.com
ham,Reminder: appointment at 17:00 tomorrow.
spam,Your package delivery failed. Reschedule at http://spam-link.com
spam,Free gift card worth ! Claim at http://spam-link.com
